,ce_ltp,strike,pe_ltp,futures_price,sigma_ce,delta_ce,gamma_ce,theta_ce,vega_ce,premia_ce,sigma_pe,delta_pe,gamma_pe,theta_pe,vega_pe,premia_pe
40,39.05,47200.0,1077.25,46161.8,0.1923665717279702,0.10265088138046058,0.00022219012971119855,-24.000847803951224,7.485972512279737,39.049999999999976,0.19236657172797414,-0.8973491186195347,0.0002221901297112014,-24.000847803952517,7.485972512279988,1077.25
41,31.15,47300.0,1170.9,46160.25,0.19420116164108372,0.08432191644636028,0.00019032293287173313,-20.95116671494365,6.4730302963887265,31.149999999999995,0.19420116164108384,-0.9156780835536396,0.0001903229328717333,-20.95116671494369,6.4730302963887345,1170.9
42,25.05,47400.0,1260.9,46164.15,0.19590338297352936,0.06962170517396526,0.00016307972890960892,-18.27135177743922,5.5960294815045835,25.050000000000015,0.19590338297353213,-0.930378294826032,0.00016307972890961165,-18.271351777440046,5.596029481504757,1260.9
43,20.45,47500.0,1358.45,46162.0,0.1991046946480214,0.05775693340776261,0.0001387492926027608,-16.056103217421164,4.838490597865182,20.449999999999996,0.19910469464802155,-0.9422430665922372,0.00013874929260276092,-16.0561032174212,4.83849059786519,1358.45
44,17.95,47600.0,1470.0,46147.95,0.20661846078266688,0.05003613275353444,0.00011937770005576874,-14.867687288072776,4.31743240127361,17.95000000000003,0.20661846078266008,-0.9499638672464712,0.00011937770005576185,-14.867687288070941,4.317432401273219,1470.0
45,14.75,47700.0,1578.8,46135.95,0.21093736698157464,0.041478082588383425,0.00010059020717608054,-13.050249634789276,3.712073348084187,14.749999999999975,0.21093736698156668,-0.9585219174116224,0.00010059020717607282,-13.05024963478729,3.712073348083762,1578.8
48,8.7,48000.0,1844.0,46164.7,0.2188212012184349,0.02527667589176775,6.440809123252011e-05,-9.003604291843923,2.468756475618525,8.700000000000006,0.21882120121842308,-0.9747233241082386,6.440809123251012e-05,-9.003604291841556,2.4687564756180094,1844.0
50,7.05,48200.0,2061.85,46145.200000000004,0.23253557820513587,0.0198910660500725,4.954107777584194e-05,-7.814019224147538,2.0162125601066294,7.049999999999985,0.2325355782051572,-0.9801089339499183,4.9541077775856805e-05,-7.814019224151316,2.016212560107419,2061.85
53,5.95,48500.0,2341.0,46164.95,0.2521854778541386,0.01590603417607181,3.773284208054706e-05,-7.005861460466208,1.6668354228989326,5.949999999999995,0.2521854778541211,-0.9840939658239342,3.773284208053747e-05,-7.005861460463456,1.6668354228983935,2341.0
58,4.95,49000.0,2850.0,46154.95,0.29021268339632866,0.011901160766826615,2.5536446852377506e-05,-6.276347146022842,1.297602931595837,4.9499999999999895,0.2902126833963063,-0.9880988392331789,2.5536446852369303e-05,-6.276347146019859,1.2976029315953201,2850.0
